"Data","Reservatório","Nivel"
"1/1/1999 ","TRÊS MARIAS",560.19
"1/2/1999 ","TRÊS MARIAS",560.28
"1/3/1999 ","TRÊS MARIAS",560.35
"1/4/1999 ","TRÊS MARIAS",560.47
"1/5/1999 ","TRÊS MARIAS",560.62
"1/6/1999 ","TRÊS MARIAS",560.78
"1/7/1999 ","TRÊS MARIAS",560.9
"1/8/1999 ","TRÊS MARIAS",561.03
"1/9/1999 ","TRÊS MARIAS",561.15
"1/10/1999 ","TRÊS MARIAS",561.25
"1/11/1999 ","TRÊS MARIAS",561.31
"1/12/1999 ","TRÊS MARIAS",561.37
"1/13/1999 ","TRÊS MARIAS",561.42
"1/14/1999 ","TRÊS MARIAS",561.46
"1/15/1999 ","TRÊS MARIAS",561.5
"1/16/1999 ","TRÊS MARIAS",561.51
"1/17/1999 ","TRÊS MARIAS",561.52
"1/18/1999 ","TRÊS MARIAS",561.53
"1/19/1999 ","TRÊS MARIAS",561.53
"1/20/1999 ","TRÊS MARIAS",561.53
"1/21/1999 ","TRÊS MARIAS",561.55
"1/22/1999 ","TRÊS MARIAS",561.52
"1/23/1999 ","TRÊS MARIAS",561.5
"1/24/1999 ","TRÊS MARIAS",561.49
"1/25/1999 ","TRÊS MARIAS",561.46
"1/26/1999 ","TRÊS MARIAS",561.45
"1/27/1999 ","TRÊS MARIAS",561.43
"1/28/1999 ","TRÊS MARIAS",561.43
"1/29/1999 ","TRÊS MARIAS",561.41
"1/30/1999 ","TRÊS MARIAS",561.45
"1/31/1999 ","TRÊS MARIAS",561.47
"2/1/1999 ","TRÊS MARIAS",561.5
"2/2/1999 ","TRÊS MARIAS",561.5
"2/3/1999 ","TRÊS MARIAS",561.52
"2/4/1999 ","TRÊS MARIAS",561.54
"2/5/1999 ","TRÊS MARIAS",561.54
"2/6/1999 ","TRÊS MARIAS",561.54
"2/7/1999 ","TRÊS MARIAS",561.52
"2/8/1999 ","TRÊS MARIAS",561.5
"2/9/1999 ","TRÊS MARIAS",561.48
"2/10/1999 ","TRÊS MARIAS",561.46
"2/11/1999 ","TRÊS MARIAS",561.5
"2/12/1999 ","TRÊS MARIAS",561.45
"2/13/1999 ","TRÊS MARIAS",561.44
"2/14/1999 ","TRÊS MARIAS",561.41
"2/15/1999 ","TRÊS MARIAS",561.39
"2/16/1999 ","TRÊS MARIAS",561.37
"2/17/1999 ","TRÊS MARIAS",561.35
"2/18/1999 ","TRÊS MARIAS",561.37
"2/19/1999 ","TRÊS MARIAS",561.36
"2/20/1999 ","TRÊS MARIAS",561.35
"2/21/1999 ","TRÊS MARIAS",561.35
"2/22/1999 ","TRÊS MARIAS",561.35
"2/23/1999 ","TRÊS MARIAS",561.37
"2/24/1999 ","TRÊS MARIAS",561.4
"2/25/1999 ","TRÊS MARIAS",561.41
"2/26/1999 ","TRÊS MARIAS",561.45
"2/27/1999 ","TRÊS MARIAS",561.52
"2/28/1999 ","TRÊS MARIAS",561.68
"3/1/1999 ","TRÊS MARIAS",562.02
"3/2/1999 ","TRÊS MARIAS",562.31
"3/3/1999 ","TRÊS MARIAS",562.5
"3/4/1999 ","TRÊS MARIAS",562.72
"3/5/1999 ","TRÊS MARIAS",562.93
"3/6/1999 ","TRÊS MARIAS",563.06
"3/7/1999 ","TRÊS MARIAS",563.32
"3/8/1999 ","TRÊS MARIAS",563.65
"3/9/1999 ","TRÊS MARIAS",563.89
"3/10/1999 ","TRÊS MARIAS",564.14
"3/11/1999 ","TRÊS MARIAS",564.35
"3/12/1999 ","TRÊS MARIAS",564.52
"3/13/1999 ","TRÊS MARIAS",564.73
"3/14/1999 ","TRÊS MARIAS",564.88
"3/15/1999 ","TRÊS MARIAS",565.03
"3/16/1999 ","TRÊS MARIAS",565.15
"3/17/1999 ","TRÊS MARIAS",565.32
"3/18/1999 ","TRÊS MARIAS",565.42
"3/19/1999 ","TRÊS MARIAS",565.49
"3/20/1999 ","TRÊS MARIAS",565.57
"3/21/1999 ","TRÊS MARIAS",565.64
"3/22/1999 ","TRÊS MARIAS",565.68
"3/23/1999 ","TRÊS MARIAS",565.74
"3/24/1999 ","TRÊS MARIAS",565.78
"3/25/1999 ","TRÊS MARIAS",565.84
"3/26/1999 ","TRÊS MARIAS",565.89
"3/27/1999 ","TRÊS MARIAS",565.95
"3/28/1999 ","TRÊS MARIAS",565.99
"3/29/1999 ","TRÊS MARIAS",566.04
"3/30/1999 ","TRÊS MARIAS",566.06
"3/31/1999 ","TRÊS MARIAS",566.07
"4/1/1999 ","TRÊS MARIAS",566.1
"4/2/1999 ","TRÊS MARIAS",566.1
"4/3/1999 ","TRÊS MARIAS",566.12
"4/4/1999 ","TRÊS MARIAS",566.11
"4/5/1999 ","TRÊS MARIAS",566.13
"4/6/1999 ","TRÊS MARIAS",566.13
"4/7/1999 ","TRÊS MARIAS",566.13
"4/8/1999 ","TRÊS MARIAS",566.13
"4/9/1999 ","TRÊS MARIAS",566.12
"4/10/1999 ","TRÊS MARIAS",566.12
"4/11/1999 ","TRÊS MARIAS",566.1
"4/12/1999 ","TRÊS MARIAS",566.1
"4/13/1999 ","TRÊS MARIAS",566.09
"4/14/1999 ","TRÊS MARIAS",566.08
"4/15/1999 ","TRÊS MARIAS",566.07
"4/16/1999 ","TRÊS MARIAS",566.05
"4/17/1999 ","TRÊS MARIAS",566.05
"4/18/1999 ","TRÊS MARIAS",566.05
"4/19/1999 ","TRÊS MARIAS",566.04
"4/20/1999 ","TRÊS MARIAS",566.03
"4/21/1999 ","TRÊS MARIAS",566.03
"4/22/1999 ","TRÊS MARIAS",566.03
"4/23/1999 ","TRÊS MARIAS",566
"4/24/1999 ","TRÊS MARIAS",565.98
"4/25/1999 ","TRÊS MARIAS",565.95
"4/26/1999 ","TRÊS MARIAS",565.93
"4/27/1999 ","TRÊS MARIAS",565.92
"4/28/1999 ","TRÊS MARIAS",565.9
"4/29/1999 ","TRÊS MARIAS",565.87
"4/30/1999 ","TRÊS MARIAS",565.85
"5/1/1999 ","TRÊS MARIAS",565.83
"5/2/1999 ","TRÊS MARIAS",565.81
"5/3/1999 ","TRÊS MARIAS",565.78
"5/4/1999 ","TRÊS MARIAS",565.76
"5/5/1999 ","TRÊS MARIAS",565.73
"5/6/1999 ","TRÊS MARIAS",565.7
"5/7/1999 ","TRÊS MARIAS",565.67
"5/8/1999 ","TRÊS MARIAS",565.65
"5/9/1999 ","TRÊS MARIAS",565.63
"5/10/1999 ","TRÊS MARIAS",565.61
"5/11/1999 ","TRÊS MARIAS",565.57
"5/12/1999 ","TRÊS MARIAS",565.53
"5/13/1999 ","TRÊS MARIAS",565.51
"5/14/1999 ","TRÊS MARIAS",565.49
"5/15/1999 ","TRÊS MARIAS",565.47
"5/16/1999 ","TRÊS MARIAS",565.42
"5/17/1999 ","TRÊS MARIAS",565.38
"5/18/1999 ","TRÊS MARIAS",565.34
"5/19/1999 ","TRÊS MARIAS",565.29
"5/20/1999 ","TRÊS MARIAS",565.26
"5/21/1999 ","TRÊS MARIAS",565.2
"5/22/1999 ","TRÊS MARIAS",565.16
"5/23/1999 ","TRÊS MARIAS",565.13
"5/24/1999 ","TRÊS MARIAS",565.1
"5/25/1999 ","TRÊS MARIAS",565.05
"5/26/1999 ","TRÊS MARIAS",565.01
"5/27/1999 ","TRÊS MARIAS",564.98
"5/28/1999 ","TRÊS MARIAS",564.94
"5/29/1999 ","TRÊS MARIAS",564.89
"5/30/1999 ","TRÊS MARIAS",564.89
"5/31/1999 ","TRÊS MARIAS",564.86
"6/1/1999 ","TRÊS MARIAS",564.81
"6/2/1999 ","TRÊS MARIAS",564.76
"6/3/1999 ","TRÊS MARIAS",564.72
"6/4/1999 ","TRÊS MARIAS",564.68
"6/5/1999 ","TRÊS MARIAS",564.64
"6/6/1999 ","TRÊS MARIAS",564.6
"6/7/1999 ","TRÊS MARIAS",564.55
"6/8/1999 ","TRÊS MARIAS",564.5
"6/9/1999 ","TRÊS MARIAS",564.45
"6/10/1999 ","TRÊS MARIAS",564.41
"6/11/1999 ","TRÊS MARIAS",564.37
"6/12/1999 ","TRÊS MARIAS",564.32
"6/13/1999 ","TRÊS MARIAS",564.28
"6/14/1999 ","TRÊS MARIAS",564.24
"6/15/1999 ","TRÊS MARIAS",564.2
"6/16/1999 ","TRÊS MARIAS",564.16
"6/17/1999 ","TRÊS MARIAS",564.12
"6/18/1999 ","TRÊS MARIAS",564.09
"6/19/1999 ","TRÊS MARIAS",564.03
"6/20/1999 ","TRÊS MARIAS",564
"6/21/1999 ","TRÊS MARIAS",563.98
"6/22/1999 ","TRÊS MARIAS",563.94
"6/23/1999 ","TRÊS MARIAS",563.89
"6/24/1999 ","TRÊS MARIAS",563.84
"6/25/1999 ","TRÊS MARIAS",563.81
"6/26/1999 ","TRÊS MARIAS",563.76
"6/27/1999 ","TRÊS MARIAS",563.72
"6/28/1999 ","TRÊS MARIAS",563.67
"6/29/1999 ","TRÊS MARIAS",563.61
"6/30/1999 ","TRÊS MARIAS",563.55
"7/1/1999 ","TRÊS MARIAS",563.49
"7/2/1999 ","TRÊS MARIAS",563.42
"7/3/1999 ","TRÊS MARIAS",563.38
"7/4/1999 ","TRÊS MARIAS",563.34
"7/5/1999 ","TRÊS MARIAS",563.3
"7/6/1999 ","TRÊS MARIAS",563.26
"7/7/1999 ","TRÊS MARIAS",563.21
"7/8/1999 ","TRÊS MARIAS",563.15
"7/9/1999 ","TRÊS MARIAS",563.1
"7/10/1999 ","TRÊS MARIAS",563.05
"7/11/1999 ","TRÊS MARIAS",562.99
"7/12/1999 ","TRÊS MARIAS",562.93
"7/13/1999 ","TRÊS MARIAS",562.86
"7/14/1999 ","TRÊS MARIAS",562.78
"7/15/1999 ","TRÊS MARIAS",562.72
"7/16/1999 ","TRÊS MARIAS",562.67
"7/17/1999 ","TRÊS MARIAS",562.62
"7/18/1999 ","TRÊS MARIAS",562.58
"7/19/1999 ","TRÊS MARIAS",562.52
"7/20/1999 ","TRÊS MARIAS",562.45
"7/21/1999 ","TRÊS MARIAS",562.39
"7/22/1999 ","TRÊS MARIAS",562.35
"7/23/1999 ","TRÊS MARIAS",562.29
"7/24/1999 ","TRÊS MARIAS",562.24
"7/25/1999 ","TRÊS MARIAS",562.19
"7/26/1999 ","TRÊS MARIAS",562.13
"7/27/1999 ","TRÊS MARIAS",562.07
"7/28/1999 ","TRÊS MARIAS",562.01
"7/29/1999 ","TRÊS MARIAS",561.95
"7/30/1999 ","TRÊS MARIAS",561.89
"7/31/1999 ","TRÊS MARIAS",561.84
"8/1/1999 ","TRÊS MARIAS",561.78
"8/2/1999 ","TRÊS MARIAS",561.72
"8/3/1999 ","TRÊS MARIAS",561.65
"8/4/1999 ","TRÊS MARIAS",561.59
"8/5/1999 ","TRÊS MARIAS",561.53
"8/6/1999 ","TRÊS MARIAS",561.46
"8/7/1999 ","TRÊS MARIAS",561.39
"8/8/1999 ","TRÊS MARIAS",561.33
"8/9/1999 ","TRÊS MARIAS",561.27
"8/10/1999 ","TRÊS MARIAS",561.22
"8/11/1999 ","TRÊS MARIAS",561.15
"8/12/1999 ","TRÊS MARIAS",561.08
"8/13/1999 ","TRÊS MARIAS",561.01
"8/14/1999 ","TRÊS MARIAS",560.96
"8/15/1999 ","TRÊS MARIAS",560.9
"8/16/1999 ","TRÊS MARIAS",560.83
"8/17/1999 ","TRÊS MARIAS",560.76
"8/18/1999 ","TRÊS MARIAS",560.69
"8/19/1999 ","TRÊS MARIAS",560.62
"8/20/1999 ","TRÊS MARIAS",560.55
"8/21/1999 ","TRÊS MARIAS",560.48
"8/22/1999 ","TRÊS MARIAS",560.41
"8/23/1999 ","TRÊS MARIAS",560.35
"8/24/1999 ","TRÊS MARIAS",560.28
"8/25/1999 ","TRÊS MARIAS",560.2
"8/26/1999 ","TRÊS MARIAS",560.12
"8/27/1999 ","TRÊS MARIAS",560.05
"8/28/1999 ","TRÊS MARIAS",559.98
"8/29/1999 ","TRÊS MARIAS",559.92
"8/30/1999 ","TRÊS MARIAS",559.84
"8/31/1999 ","TRÊS MARIAS",559.77
"9/1/1999 ","TRÊS MARIAS",559.7
"9/2/1999 ","TRÊS MARIAS",559.62
"9/3/1999 ","TRÊS MARIAS",559.56
"9/4/1999 ","TRÊS MARIAS",559.49
"9/5/1999 ","TRÊS MARIAS",559.42
"9/6/1999 ","TRÊS MARIAS",559.36
"9/7/1999 ","TRÊS MARIAS",559.29
"9/8/1999 ","TRÊS MARIAS",559.22
"9/9/1999 ","TRÊS MARIAS",559.16
"9/10/1999 ","TRÊS MARIAS",559.1
"9/11/1999 ","TRÊS MARIAS",559.03
"9/12/1999 ","TRÊS MARIAS",558.96
"9/13/1999 ","TRÊS MARIAS",558.89
"9/14/1999 ","TRÊS MARIAS",558.82
"9/15/1999 ","TRÊS MARIAS",558.75
"9/16/1999 ","TRÊS MARIAS",558.7
"9/17/1999 ","TRÊS MARIAS",558.63
"9/18/1999 ","TRÊS MARIAS",558.56
"9/19/1999 ","TRÊS MARIAS",558.5
"9/20/1999 ","TRÊS MARIAS",558.45
"9/21/1999 ","TRÊS MARIAS",558.4
"9/22/1999 ","TRÊS MARIAS",558.33
"9/23/1999 ","TRÊS MARIAS",558.28
"9/24/1999 ","TRÊS MARIAS",558.22
"9/25/1999 ","TRÊS MARIAS",558.15
"9/26/1999 ","TRÊS MARIAS",558.08
"9/27/1999 ","TRÊS MARIAS",558.01
"9/28/1999 ","TRÊS MARIAS",557.94
"9/29/1999 ","TRÊS MARIAS",557.88
"9/30/1999 ","TRÊS MARIAS",557.81
"10/1/1999 ","TRÊS MARIAS",557.74
"10/2/1999 ","TRÊS MARIAS",557.69
"10/3/1999 ","TRÊS MARIAS",557.62
"10/4/1999 ","TRÊS MARIAS",557.57
"10/5/1999 ","TRÊS MARIAS",557.51
"10/6/1999 ","TRÊS MARIAS",557.46
"10/7/1999 ","TRÊS MARIAS",557.39
"10/8/1999 ","TRÊS MARIAS",557.33
"10/9/1999 ","TRÊS MARIAS",557.26
"10/10/1999 ","TRÊS MARIAS",557.2
"10/11/1999 ","TRÊS MARIAS",557.13
"10/12/1999 ","TRÊS MARIAS",557.06
"10/13/1999 ","TRÊS MARIAS",556.99
"10/14/1999 ","TRÊS MARIAS",556.92
"10/15/1999 ","TRÊS MARIAS",556.85
"10/16/1999 ","TRÊS MARIAS",556.78
"10/17/1999 ","TRÊS MARIAS",556.71
"10/18/1999 ","TRÊS MARIAS",556.64
"10/19/1999 ","TRÊS MARIAS",556.57
"10/20/1999 ","TRÊS MARIAS",556.5
"10/21/1999 ","TRÊS MARIAS",556.43
"10/22/1999 ","TRÊS MARIAS",556.36
"10/23/1999 ","TRÊS MARIAS",556.29
"10/24/1999 ","TRÊS MARIAS",556.22
"10/25/1999 ","TRÊS MARIAS",556.15
"10/26/1999 ","TRÊS MARIAS",556.08
"10/27/1999 ","TRÊS MARIAS",556.09
"10/28/1999 ","TRÊS MARIAS",556.05
"10/29/1999 ","TRÊS MARIAS",556.01
"10/30/1999 ","TRÊS MARIAS",555.94
"10/31/1999 ","TRÊS MARIAS",555.88
"11/1/1999 ","TRÊS MARIAS",555.82
"11/2/1999 ","TRÊS MARIAS",555.75
"11/3/1999 ","TRÊS MARIAS",555.68
"11/4/1999 ","TRÊS MARIAS",555.61
"11/5/1999 ","TRÊS MARIAS",555.55
"11/6/1999 ","TRÊS MARIAS",555.49
"11/7/1999 ","TRÊS MARIAS",555.48
"11/8/1999 ","TRÊS MARIAS",555.53
"11/9/1999 ","TRÊS MARIAS",555.55
"11/10/1999 ","TRÊS MARIAS",555.6
"11/11/1999 ","TRÊS MARIAS",555.62
"11/12/1999 ","TRÊS MARIAS",555.63
"11/13/1999 ","TRÊS MARIAS",555.68
"11/14/1999 ","TRÊS MARIAS",555.69
"11/15/1999 ","TRÊS MARIAS",555.72
"11/16/1999 ","TRÊS MARIAS",555.7
"11/17/1999 ","TRÊS MARIAS",555.69
"11/18/1999 ","TRÊS MARIAS",555.74
"11/19/1999 ","TRÊS MARIAS",555.72
"11/20/1999 ","TRÊS MARIAS",555.98
"11/21/1999 ","TRÊS MARIAS",556.08
"11/22/1999 ","TRÊS MARIAS",556.11
"11/23/1999 ","TRÊS MARIAS",556.15
"11/24/1999 ","TRÊS MARIAS",556.19
"11/25/1999 ","TRÊS MARIAS",556.46
"11/26/1999 ","TRÊS MARIAS",556.46
"11/27/1999 ","TRÊS MARIAS",556.46
"11/28/1999 ","TRÊS MARIAS",556.63
"11/29/1999 ","TRÊS MARIAS",556.7
"11/30/1999 ","TRÊS MARIAS",556.73
"12/1/1999 ","TRÊS MARIAS",556.68
"12/2/1999 ","TRÊS MARIAS",556.63
"12/3/1999 ","TRÊS MARIAS",556.59
"12/4/1999 ","TRÊS MARIAS",556.52
"12/5/1999 ","TRÊS MARIAS",556.59
"12/6/1999 ","TRÊS MARIAS",556.57
"12/7/1999 ","TRÊS MARIAS",556.52
"12/8/1999 ","TRÊS MARIAS",556.58
"12/9/1999 ","TRÊS MARIAS",556.58
"12/10/1999 ","TRÊS MARIAS",556.56
"12/11/1999 ","TRÊS MARIAS",556.59
"12/12/1999 ","TRÊS MARIAS",556.63
"12/13/1999 ","TRÊS MARIAS",556.69
"12/14/1999 ","TRÊS MARIAS",556.75
"12/15/1999 ","TRÊS MARIAS",556.85
"12/16/1999 ","TRÊS MARIAS",556.99
"12/17/1999 ","TRÊS MARIAS",557.02
"12/18/1999 ","TRÊS MARIAS",557.05
"12/19/1999 ","TRÊS MARIAS",557.16
"12/20/1999 ","TRÊS MARIAS",557.15
"12/21/1999 ","TRÊS MARIAS",557.07
"12/22/1999 ","TRÊS MARIAS",557.01
"12/23/1999 ","TRÊS MARIAS",557.03
"12/24/1999 ","TRÊS MARIAS",557.16
"12/25/1999 ","TRÊS MARIAS",557.2
"12/26/1999 ","TRÊS MARIAS",557.27
"12/27/1999 ","TRÊS MARIAS",557.32
"12/28/1999 ","TRÊS MARIAS",557.36
"12/29/1999 ","TRÊS MARIAS",557.41
"12/30/1999 ","TRÊS MARIAS",557.47
"12/31/1999 ","TRÊS MARIAS",557.57
"1/1/2000 ","TRÊS MARIAS",557.74
"1/2/2000 ","TRÊS MARIAS",557.83
"1/3/2000 ","TRÊS MARIAS",557.99
"1/4/2000 ","TRÊS MARIAS",558.2
"1/5/2000 ","TRÊS MARIAS",558.37
"1/6/2000 ","TRÊS MARIAS",558.55
"1/7/2000 ","TRÊS MARIAS",558.72
"1/8/2000 ","TRÊS MARIAS",558.86
"1/9/2000 ","TRÊS MARIAS",558.99
"1/10/2000 ","TRÊS MARIAS",559.08
"1/11/2000 ","TRÊS MARIAS",559.17
"1/12/2000 ","TRÊS MARIAS",559.24
"1/13/2000 ","TRÊS MARIAS",559.3
"1/14/2000 ","TRÊS MARIAS",559.34
"1/15/2000 ","TRÊS MARIAS",559.38
"1/16/2000 ","TRÊS MARIAS",559.39
"1/17/2000 ","TRÊS MARIAS",559.42
"1/18/2000 ","TRÊS MARIAS",559.45
"1/19/2000 ","TRÊS MARIAS",559.5
"1/20/2000 ","TRÊS MARIAS",559.59
"1/21/2000 ","TRÊS MARIAS",559.68
"1/22/2000 ","TRÊS MARIAS",559.76
"1/23/2000 ","TRÊS MARIAS",559.79
"1/24/2000 ","TRÊS MARIAS",559.87
"1/25/2000 ","TRÊS MARIAS",559.9
"1/26/2000 ","TRÊS MARIAS",559.9
"1/27/2000 ","TRÊS MARIAS",559.97
"1/28/2000 ","TRÊS MARIAS",560.04
"1/29/2000 ","TRÊS MARIAS",560.13
"1/30/2000 ","TRÊS MARIAS",560.31
"1/31/2000 ","TRÊS MARIAS",560.51
"2/1/2000 ","TRÊS MARIAS",560.51
"2/2/2000 ","TRÊS MARIAS",561.43
"2/3/2000 ","TRÊS MARIAS",561.81
"2/4/2000 ","TRÊS MARIAS",562.09
"2/5/2000 ","TRÊS MARIAS",562.33
"2/6/2000 ","TRÊS MARIAS",562.52
"2/7/2000 ","TRÊS MARIAS",562.68
"2/8/2000 ","TRÊS MARIAS",563.05
"2/9/2000 ","TRÊS MARIAS",563.42
"2/10/2000 ","TRÊS MARIAS",563.76
"2/11/2000 ","TRÊS MARIAS",564.07
"2/12/2000 ","TRÊS MARIAS",564.07
"2/13/2000 ","TRÊS MARIAS",564.53
"2/14/2000 ","TRÊS MARIAS",564.71
"2/15/2000 ","TRÊS MARIAS",564.86
"2/16/2000 ","TRÊS MARIAS",564.98
"2/17/2000 ","TRÊS MARIAS",565.12
"2/18/2000 ","TRÊS MARIAS",565.25
"2/19/2000 ","TRÊS MARIAS",565.37
"2/20/2000 ","TRÊS MARIAS",565.5
"2/21/2000 ","TRÊS MARIAS",565.6
"2/22/2000 ","TRÊS MARIAS",565.7
"2/23/2000 ","TRÊS MARIAS",565.78
"2/24/2000 ","TRÊS MARIAS",565.85
"2/25/2000 ","TRÊS MARIAS",565.91
"2/26/2000 ","TRÊS MARIAS",565.98
"2/27/2000 ","TRÊS MARIAS",566.06
"2/28/2000 ","TRÊS MARIAS",566.11
"2/29/2000 ","TRÊS MARIAS",566.18
"3/1/2000 ","TRÊS MARIAS",566.23
"3/2/2000 ","TRÊS MARIAS",566.27
"3/3/2000 ","TRÊS MARIAS",566.33
"3/4/2000 ","TRÊS MARIAS",566.36
"3/5/2000 ","TRÊS MARIAS",566.37
"3/6/2000 ","TRÊS MARIAS",566.38
"3/7/2000 ","TRÊS MARIAS",566.39
"3/8/2000 ","TRÊS MARIAS",566.41
"3/9/2000 ","TRÊS MARIAS",566.48
"3/10/2000 ","TRÊS MARIAS",566.54
"3/11/2000 ","TRÊS MARIAS",566.81
"3/12/2000 ","TRÊS MARIAS",566.95
"3/13/2000 ","TRÊS MARIAS",567.11
"3/14/2000 ","TRÊS MARIAS",567.22
"3/15/2000 ","TRÊS MARIAS",567.34
"3/16/2000 ","TRÊS MARIAS",567.51
"3/17/2000 ","TRÊS MARIAS",567.68
"3/18/2000 ","TRÊS MARIAS",567.83
"3/19/2000 ","TRÊS MARIAS",567.97
"3/20/2000 ","TRÊS MARIAS",568.1
"3/21/2000 ","TRÊS MARIAS",568.2
"3/22/2000 ","TRÊS MARIAS",568.31
"3/23/2000 ","TRÊS MARIAS",568.4
"3/24/2000 ","TRÊS MARIAS",568.5
"3/25/2000 ","TRÊS MARIAS",568.59
"3/26/2000 ","TRÊS MARIAS",568.66
"3/27/2000 ","TRÊS MARIAS",568.72
"3/28/2000 ","TRÊS MARIAS",568.79
"3/29/2000 ","TRÊS MARIAS",568.85
"3/30/2000 ","TRÊS MARIAS",568.91
"3/31/2000 ","TRÊS MARIAS",568.96
"4/1/2000 ","TRÊS MARIAS",569
"4/2/2000 ","TRÊS MARIAS",569.04
"4/3/2000 ","TRÊS MARIAS",569.08
"4/4/2000 ","TRÊS MARIAS",569.09
"4/5/2000 ","TRÊS MARIAS",569.11
"4/6/2000 ","TRÊS MARIAS",569.12
"4/7/2000 ","TRÊS MARIAS",569.13
"4/8/2000 ","TRÊS MARIAS",569.14
"4/9/2000 ","TRÊS MARIAS",569.16
"4/10/2000 ","TRÊS MARIAS",569.19
"4/11/2000 ","TRÊS MARIAS",569.2
"4/12/2000 ","TRÊS MARIAS",569.21
"4/13/2000 ","TRÊS MARIAS",569.21
"4/14/2000 ","TRÊS MARIAS",569.23
"4/15/2000 ","TRÊS MARIAS",569.23
"4/16/2000 ","TRÊS MARIAS",569.25
"4/17/2000 ","TRÊS MARIAS",569.25
"4/18/2000 ","TRÊS MARIAS",569.26
"4/19/2000 ","TRÊS MARIAS",569.26
"4/20/2000 ","TRÊS MARIAS",569.27
"4/21/2000 ","TRÊS MARIAS",569.29
"4/22/2000 ","TRÊS MARIAS",569.28
"4/23/2000 ","TRÊS MARIAS",569.29
"4/24/2000 ","TRÊS MARIAS",569.3
"4/25/2000 ","TRÊS MARIAS",569.3
"4/26/2000 ","TRÊS MARIAS",569.29
"4/27/2000 ","TRÊS MARIAS",569.28
"4/28/2000 ","TRÊS MARIAS",569.26
"4/29/2000 ","TRÊS MARIAS",569.25
"4/30/2000 ","TRÊS MARIAS",569.25
"5/1/2000 ","TRÊS MARIAS",569.25
"5/2/2000 ","TRÊS MARIAS",569.24
"5/3/2000 ","TRÊS MARIAS",569.22
"5/4/2000 ","TRÊS MARIAS",569.19
"5/5/2000 ","TRÊS MARIAS",569.17
"5/6/2000 ","TRÊS MARIAS",569.15
"5/7/2000 ","TRÊS MARIAS",569.14
"5/8/2000 ","TRÊS MARIAS",569.12
"5/9/2000 ","TRÊS MARIAS",569.11
"5/10/2000 ","TRÊS MARIAS",569.09
"5/11/2000 ","TRÊS MARIAS",569.08
"5/12/2000 ","TRÊS MARIAS",569.04
"5/13/2000 ","TRÊS MARIAS",569.02
"5/14/2000 ","TRÊS MARIAS",569
"5/15/2000 ","TRÊS MARIAS",568.98
"5/16/2000 ","TRÊS MARIAS",568.95
"5/17/2000 ","TRÊS MARIAS",568.92
"5/18/2000 ","TRÊS MARIAS",568.89
"5/19/2000 ","TRÊS MARIAS",568.86
"5/20/2000 ","TRÊS MARIAS",568.81
"5/21/2000 ","TRÊS MARIAS",568.8
"5/22/2000 ","TRÊS MARIAS",568.77
"5/23/2000 ","TRÊS MARIAS",568.73
"5/24/2000 ","TRÊS MARIAS",568.69
"5/25/2000 ","TRÊS MARIAS",568.65
