"Data","Reservatório","Nivel"
"3/14/2003 ","TRÊS MARIAS",564.06
"3/15/2003 ","TRÊS MARIAS",564.1
"3/16/2003 ","TRÊS MARIAS",564.17
"3/17/2003 ","TRÊS MARIAS",564.19
"3/18/2003 ","TRÊS MARIAS",564.35
"3/19/2003 ","TRÊS MARIAS",564.45
"3/20/2003 ","TRÊS MARIAS",564.54
"3/21/2003 ","TRÊS MARIAS",564.6
"3/22/2003 ","TRÊS MARIAS",564.68
"3/23/2003 ","TRÊS MARIAS",564.76
"3/24/2003 ","TRÊS MARIAS",564.81
"3/25/2003 ","TRÊS MARIAS",564.84
"3/26/2003 ","TRÊS MARIAS",564.92
"3/27/2003 ","TRÊS MARIAS",564.94
"3/28/2003 ","TRÊS MARIAS",564.94
"3/29/2003 ","TRÊS MARIAS",564.94
"3/30/2003 ","TRÊS MARIAS",564.95
"3/31/2003 ","TRÊS MARIAS",564.95
"4/1/2003 ","TRÊS MARIAS",564.94
"4/2/2003 ","TRÊS MARIAS",564.9
"4/3/2003 ","TRÊS MARIAS",564.9
"4/4/2003 ","TRÊS MARIAS",564.88
"4/5/2003 ","TRÊS MARIAS",564.88
"4/6/2003 ","TRÊS MARIAS",564.88
"4/7/2003 ","TRÊS MARIAS",564.91
"4/8/2003 ","TRÊS MARIAS",564.91
"4/9/2003 ","TRÊS MARIAS",564.93
"4/10/2003 ","TRÊS MARIAS",564.93
"4/11/2003 ","TRÊS MARIAS",564.94
"4/12/2003 ","TRÊS MARIAS",564.94
"4/13/2003 ","TRÊS MARIAS",564.94
"4/14/2003 ","TRÊS MARIAS",564.94
"4/15/2003 ","TRÊS MARIAS",564.94
"4/16/2003 ","TRÊS MARIAS",564.94
"4/17/2003 ","TRÊS MARIAS",564.93
"4/18/2003 ","TRÊS MARIAS",564.92
"4/19/2003 ","TRÊS MARIAS",564.91
"4/20/2003 ","TRÊS MARIAS",564.9
"4/21/2003 ","TRÊS MARIAS",564.88
"4/22/2003 ","TRÊS MARIAS",564.88
"4/23/2003 ","TRÊS MARIAS",564.86
"4/24/2003 ","TRÊS MARIAS",564.84
"4/25/2003 ","TRÊS MARIAS",564.82
"4/26/2003 ","TRÊS MARIAS",564.8
"4/27/2003 ","TRÊS MARIAS",564.78
"4/28/2003 ","TRÊS MARIAS",564.76
"4/29/2003 ","TRÊS MARIAS",564.75
"4/30/2003 ","TRÊS MARIAS",564.73
"5/1/2003 ","TRÊS MARIAS",564.7
"5/2/2003 ","TRÊS MARIAS",564.68
"5/3/2003 ","TRÊS MARIAS",564.67
"5/4/2003 ","TRÊS MARIAS",564.64
"5/5/2003 ","TRÊS MARIAS",564.65
"5/6/2003 ","TRÊS MARIAS",564.63
"5/7/2003 ","TRÊS MARIAS",564.63
"5/8/2003 ","TRÊS MARIAS",564.62
"5/9/2003 ","TRÊS MARIAS",564.61
"5/10/2003 ","TRÊS MARIAS",564.6
"5/11/2003 ","TRÊS MARIAS",564.59
"5/12/2003 ","TRÊS MARIAS",564.57
"5/13/2003 ","TRÊS MARIAS",564.54
"5/14/2003 ","TRÊS MARIAS",564.51
"5/15/2003 ","TRÊS MARIAS",564.48
"5/16/2003 ","TRÊS MARIAS",564.47
"5/17/2003 ","TRÊS MARIAS",564.44
"5/18/2003 ","TRÊS MARIAS",564.41
"5/19/2003 ","TRÊS MARIAS",564.39
"5/20/2003 ","TRÊS MARIAS",564.36
"5/21/2003 ","TRÊS MARIAS",564.33
"5/22/2003 ","TRÊS MARIAS",564.31
"5/23/2003 ","TRÊS MARIAS",564.28
"5/24/2003 ","TRÊS MARIAS",564.26
"5/25/2003 ","TRÊS MARIAS",564.23
"5/26/2003 ","TRÊS MARIAS",564.2
"5/27/2003 ","TRÊS MARIAS",564.17
"5/28/2003 ","TRÊS MARIAS",564.13
"5/29/2003 ","TRÊS MARIAS",564.12
"5/30/2003 ","TRÊS MARIAS",564.09
"5/31/2003 ","TRÊS MARIAS",564.06
"6/1/2003 ","TRÊS MARIAS",564.04
"6/2/2003 ","TRÊS MARIAS",564
"6/3/2003 ","TRÊS MARIAS",563.97
"6/4/2003 ","TRÊS MARIAS",563.94
"6/5/2003 ","TRÊS MARIAS",563.91
"6/6/2003 ","TRÊS MARIAS",563.88
"6/7/2003 ","TRÊS MARIAS",563.86
"6/8/2003 ","TRÊS MARIAS",563.83
"6/9/2003 ","TRÊS MARIAS",563.8
"6/10/2003 ","TRÊS MARIAS",563.76
"6/11/2003 ","TRÊS MARIAS",563.73
"6/12/2003 ","TRÊS MARIAS",563.69
"6/13/2003 ","TRÊS MARIAS",563.66
"6/14/2003 ","TRÊS MARIAS",563.63
"6/15/2003 ","TRÊS MARIAS",563.6
"6/16/2003 ","TRÊS MARIAS",563.56
"6/17/2003 ","TRÊS MARIAS",563.53
"6/18/2003 ","TRÊS MARIAS",563.5
"6/19/2003 ","TRÊS MARIAS",563.46
"6/20/2003 ","TRÊS MARIAS",563.42
"6/21/2003 ","TRÊS MARIAS",563.38
"6/22/2003 ","TRÊS MARIAS",563.35
"6/23/2003 ","TRÊS MARIAS",563.31
"6/24/2003 ","TRÊS MARIAS",563.28
"6/25/2003 ","TRÊS MARIAS",563.21
"6/26/2003 ","TRÊS MARIAS",563.15
"6/27/2003 ","TRÊS MARIAS",563.1
"6/28/2003 ","TRÊS MARIAS",563.06
"6/29/2003 ","TRÊS MARIAS",563.02
"6/30/2003 ","TRÊS MARIAS",562.99
"7/1/2003 ","TRÊS MARIAS",562.95
"7/2/2003 ","TRÊS MARIAS",562.93
"7/3/2003 ","TRÊS MARIAS",562.89
"7/4/2003 ","TRÊS MARIAS",562.86
"7/5/2003 ","TRÊS MARIAS",562.83
"7/6/2003 ","TRÊS MARIAS",562.79
"7/7/2003 ","TRÊS MARIAS",562.75
"7/8/2003 ","TRÊS MARIAS",562.72
"7/9/2003 ","TRÊS MARIAS",562.68
"7/10/2003 ","TRÊS MARIAS",562.65
"7/11/2003 ","TRÊS MARIAS",562.62
"7/12/2003 ","TRÊS MARIAS",562.6
"7/13/2003 ","TRÊS MARIAS",562.56
"7/14/2003 ","TRÊS MARIAS",562.52
"7/15/2003 ","TRÊS MARIAS",562.47
"7/16/2003 ","TRÊS MARIAS",562.44
"7/17/2003 ","TRÊS MARIAS",562.39
"7/18/2003 ","TRÊS MARIAS",562.35
"7/19/2003 ","TRÊS MARIAS",562.31
"7/20/2003 ","TRÊS MARIAS",562.26
"7/21/2003 ","TRÊS MARIAS",562.23
"7/22/2003 ","TRÊS MARIAS",562.19
"7/23/2003 ","TRÊS MARIAS",562.14
"7/24/2003 ","TRÊS MARIAS",562.11
"7/25/2003 ","TRÊS MARIAS",562.07
"7/26/2003 ","TRÊS MARIAS",562.03
"7/27/2003 ","TRÊS MARIAS",561.97
"7/28/2003 ","TRÊS MARIAS",561.93
"7/29/2003 ","TRÊS MARIAS",561.88
"7/30/2003 ","TRÊS MARIAS",561.84
"7/31/2003 ","TRÊS MARIAS",561.79
"8/1/2003 ","TRÊS MARIAS",561.75
"8/2/2003 ","TRÊS MARIAS",561.7
"8/3/2003 ","TRÊS MARIAS",561.67
"8/4/2003 ","TRÊS MARIAS",561.62
"8/5/2003 ","TRÊS MARIAS",561.57
"8/6/2003 ","TRÊS MARIAS",561.53
"8/7/2003 ","TRÊS MARIAS",561.49
"8/8/2003 ","TRÊS MARIAS",561.42
"8/9/2003 ","TRÊS MARIAS",561.38
"8/10/2003 ","TRÊS MARIAS",561.32
"8/11/2003 ","TRÊS MARIAS",561.26
"8/12/2003 ","TRÊS MARIAS",561.21
"8/13/2003 ","TRÊS MARIAS",561.18
"8/14/2003 ","TRÊS MARIAS",561.12
"8/15/2003 ","TRÊS MARIAS",561.06
"8/16/2003 ","TRÊS MARIAS",560.99
"8/17/2003 ","TRÊS MARIAS",560.92
"8/18/2003 ","TRÊS MARIAS",560.87
"8/19/2003 ","TRÊS MARIAS",560.81
"8/20/2003 ","TRÊS MARIAS",560.77
"8/21/2003 ","TRÊS MARIAS",560.71
"8/22/2003 ","TRÊS MARIAS",560.67
"8/23/2003 ","TRÊS MARIAS",560.62
"8/24/2003 ","TRÊS MARIAS",560.54
"8/25/2003 ","TRÊS MARIAS",560.51
"8/26/2003 ","TRÊS MARIAS",560.47
"8/27/2003 ","TRÊS MARIAS",560.41
"8/28/2003 ","TRÊS MARIAS",560.37
"8/29/2003 ","TRÊS MARIAS",560.35
"8/30/2003 ","TRÊS MARIAS",560.32
"8/31/2003 ","TRÊS MARIAS",560.24
"9/1/2003 ","TRÊS MARIAS",560.19
"9/2/2003 ","TRÊS MARIAS",560.15
"9/3/2003 ","TRÊS MARIAS",560.1
"9/4/2003 ","TRÊS MARIAS",560.05
"9/5/2003 ","TRÊS MARIAS",560.01
"9/6/2003 ","TRÊS MARIAS",559.96
"9/7/2003 ","TRÊS MARIAS",559.92
"9/8/2003 ","TRÊS MARIAS",559.87
"9/9/2003 ","TRÊS MARIAS",559.82
"9/10/2003 ","TRÊS MARIAS",559.76
"9/11/2003 ","TRÊS MARIAS",559.7
"9/12/2003 ","TRÊS MARIAS",559.64
"9/13/2003 ","TRÊS MARIAS",559.6
"9/14/2003 ","TRÊS MARIAS",559.53
"9/15/2003 ","TRÊS MARIAS",559.46
"9/16/2003 ","TRÊS MARIAS",559.43
"9/17/2003 ","TRÊS MARIAS",559.37
"9/18/2003 ","TRÊS MARIAS",559.31
"9/19/2003 ","TRÊS MARIAS",559.25
"9/20/2003 ","TRÊS MARIAS",559.19
"9/21/2003 ","TRÊS MARIAS",559.12
"9/22/2003 ","TRÊS MARIAS",559.06
"9/23/2003 ","TRÊS MARIAS",559
"9/24/2003 ","TRÊS MARIAS",558.94
"9/25/2003 ","TRÊS MARIAS",558.87
"9/26/2003 ","TRÊS MARIAS",558.8
"9/27/2003 ","TRÊS MARIAS",558.73
"9/28/2003 ","TRÊS MARIAS",558.7
"9/29/2003 ","TRÊS MARIAS",558.63
"9/30/2003 ","TRÊS MARIAS",558.56
"10/1/2003 ","TRÊS MARIAS",558.49
"10/2/2003 ","TRÊS MARIAS",558.42
"10/3/2003 ","TRÊS MARIAS",558.35
"10/4/2003 ","TRÊS MARIAS",558.28
"10/5/2003 ","TRÊS MARIAS",558.2
"10/6/2003 ","TRÊS MARIAS",558.12
"10/7/2003 ","TRÊS MARIAS",558.05
"10/8/2003 ","TRÊS MARIAS",557.97
"10/9/2003 ","TRÊS MARIAS",557.89
"10/10/2003 ","TRÊS MARIAS",557.81
"10/11/2003 ","TRÊS MARIAS",557.73
"10/12/2003 ","TRÊS MARIAS",557.65
"10/13/2003 ","TRÊS MARIAS",557.58
"10/14/2003 ","TRÊS MARIAS",557.49
"10/15/2003 ","TRÊS MARIAS",557.43
"10/16/2003 ","TRÊS MARIAS",557.35
"10/17/2003 ","TRÊS MARIAS",557.26
"10/18/2003 ","TRÊS MARIAS",557.18
"10/19/2003 ","TRÊS MARIAS",557.12
"10/20/2003 ","TRÊS MARIAS",557.06
"10/21/2003 ","TRÊS MARIAS",556.99
"10/22/2003 ","TRÊS MARIAS",556.93
"10/23/2003 ","TRÊS MARIAS",556.87
"10/24/2003 ","TRÊS MARIAS",556.81
"10/25/2003 ","TRÊS MARIAS",556.74
"10/26/2003 ","TRÊS MARIAS",556.67
"10/27/2003 ","TRÊS MARIAS",556.61
"10/28/2003 ","TRÊS MARIAS",556.54
"10/29/2003 ","TRÊS MARIAS",556.48
"10/30/2003 ","TRÊS MARIAS",556.41
"10/31/2003 ","TRÊS MARIAS",556.35
"11/1/2003 ","TRÊS MARIAS",556.27
"11/2/2003 ","TRÊS MARIAS",556.24
"11/3/2003 ","TRÊS MARIAS",556.19
"11/4/2003 ","TRÊS MARIAS",556.11
"11/5/2003 ","TRÊS MARIAS",556.04
"11/6/2003 ","TRÊS MARIAS",556
"11/7/2003 ","TRÊS MARIAS",555.95
"11/8/2003 ","TRÊS MARIAS",555.9
"11/9/2003 ","TRÊS MARIAS",555.83
"11/10/2003 ","TRÊS MARIAS",555.77
"11/11/2003 ","TRÊS MARIAS",555.73
"11/12/2003 ","TRÊS MARIAS",555.68
"11/13/2003 ","TRÊS MARIAS",555.63
"11/14/2003 ","TRÊS MARIAS",555.56
"11/15/2003 ","TRÊS MARIAS",555.51
"11/16/2003 ","TRÊS MARIAS",555.45
"11/17/2003 ","TRÊS MARIAS",555.39
"11/18/2003 ","TRÊS MARIAS",555.34
"11/19/2003 ","TRÊS MARIAS",555.29
"11/20/2003 ","TRÊS MARIAS",555.23
"11/21/2003 ","TRÊS MARIAS",555.2
"11/22/2003 ","TRÊS MARIAS",555.19
"11/23/2003 ","TRÊS MARIAS",555.14
"11/24/2003 ","TRÊS MARIAS",555.09
"11/25/2003 ","TRÊS MARIAS",555.04
"11/26/2003 ","TRÊS MARIAS",554.99
"11/27/2003 ","TRÊS MARIAS",554.95
"11/28/2003 ","TRÊS MARIAS",554.9
"11/29/2003 ","TRÊS MARIAS",554.84
"11/30/2003 ","TRÊS MARIAS",554.8
"12/1/2003 ","TRÊS MARIAS",554.84
"12/2/2003 ","TRÊS MARIAS",554.92
"12/3/2003 ","TRÊS MARIAS",555
"12/4/2003 ","TRÊS MARIAS",555.08
"12/5/2003 ","TRÊS MARIAS",555.18
"12/6/2003 ","TRÊS MARIAS",555.25
"12/7/2003 ","TRÊS MARIAS",555.52
"12/8/2003 ","TRÊS MARIAS",555.7
"12/9/2003 ","TRÊS MARIAS",555.86
"12/10/2003 ","TRÊS MARIAS",555.98
"12/11/2003 ","TRÊS MARIAS",556.05
"12/12/2003 ","TRÊS MARIAS",556.1
"12/13/2003 ","TRÊS MARIAS",556.15
"12/14/2003 ","TRÊS MARIAS",556.16
"12/15/2003 ","TRÊS MARIAS",556.16
"12/16/2003 ","TRÊS MARIAS",556.15
"12/17/2003 ","TRÊS MARIAS",556.14
"12/18/2003 ","TRÊS MARIAS",556.1
"12/19/2003 ","TRÊS MARIAS",556.08
"12/20/2003 ","TRÊS MARIAS",556.05
"12/21/2003 ","TRÊS MARIAS",556.02
"12/22/2003 ","TRÊS MARIAS",555.99
"12/23/2003 ","TRÊS MARIAS",555.95
"12/24/2003 ","TRÊS MARIAS",555.94
"12/25/2003 ","TRÊS MARIAS",555.91
"12/26/2003 ","TRÊS MARIAS",555.91
"12/27/2003 ","TRÊS MARIAS",555.9
"12/28/2003 ","TRÊS MARIAS",556.01
"12/29/2003 ","TRÊS MARIAS",556.03
"12/30/2003 ","TRÊS MARIAS",556.02
"12/31/2003 ","TRÊS MARIAS",556.01
"1/1/2004 ","TRÊS MARIAS",556.03
"1/2/2004 ","TRÊS MARIAS",556.08
"1/3/2004 ","TRÊS MARIAS",556.13
"1/4/2004 ","TRÊS MARIAS",556.2
"1/5/2004 ","TRÊS MARIAS",556.31
"1/6/2004 ","TRÊS MARIAS",556.38
"1/7/2004 ","TRÊS MARIAS",556.49
"1/8/2004 ","TRÊS MARIAS",556.57
"1/9/2004 ","TRÊS MARIAS",556.63
"1/10/2004 ","TRÊS MARIAS",556.71
"1/11/2004 ","TRÊS MARIAS",556.95
"1/12/2004 ","TRÊS MARIAS",557.22
"1/13/2004 ","TRÊS MARIAS",557.57
"1/14/2004 ","TRÊS MARIAS",557.84
"1/15/2004 ","TRÊS MARIAS",558.11
"1/16/2004 ","TRÊS MARIAS",558.36
"1/17/2004 ","TRÊS MARIAS",558.57
"1/18/2004 ","TRÊS MARIAS",558.72
"1/19/2004 ","TRÊS MARIAS",558.84
"1/20/2004 ","TRÊS MARIAS",558.92
"1/21/2004 ","TRÊS MARIAS",558.98
"1/22/2004 ","TRÊS MARIAS",559.04
"1/23/2004 ","TRÊS MARIAS",559.26
"1/24/2004 ","TRÊS MARIAS",559.34
"1/25/2004 ","TRÊS MARIAS",559.41
"1/26/2004 ","TRÊS MARIAS",559.48
"1/27/2004 ","TRÊS MARIAS",559.56
"1/28/2004 ","TRÊS MARIAS",559.63
"1/29/2004 ","TRÊS MARIAS",559.69
"1/30/2004 ","TRÊS MARIAS",559.75
"1/31/2004 ","TRÊS MARIAS",559.81
"2/1/2004 ","TRÊS MARIAS",559.86
"2/2/2004 ","TRÊS MARIAS",559.94
"2/3/2004 ","TRÊS MARIAS",560.01
"2/4/2004 ","TRÊS MARIAS",560.08
"2/5/2004 ","TRÊS MARIAS",560.14
"2/6/2004 ","TRÊS MARIAS",560.19
"2/7/2004 ","TRÊS MARIAS",560.22
"2/8/2004 ","TRÊS MARIAS",560.4
"2/9/2004 ","TRÊS MARIAS",560.58
"2/10/2004 ","TRÊS MARIAS",560.72
"2/11/2004 ","TRÊS MARIAS",561
"2/12/2004 ","TRÊS MARIAS",561.32
"2/13/2004 ","TRÊS MARIAS",561.52
"2/14/2004 ","TRÊS MARIAS",561.7
"2/15/2004 ","TRÊS MARIAS",561.9
"2/16/2004 ","TRÊS MARIAS",562.18
"2/17/2004 ","TRÊS MARIAS",562.32
"2/18/2004 ","TRÊS MARIAS",562.53
"2/19/2004 ","TRÊS MARIAS",562.7
"2/20/2004 ","TRÊS MARIAS",563
"2/21/2004 ","TRÊS MARIAS",563.22
"2/22/2004 ","TRÊS MARIAS",563.44
"2/23/2004 ","TRÊS MARIAS",563.75
"2/24/2004 ","TRÊS MARIAS",563.98
"2/25/2004 ","TRÊS MARIAS",564.18
"2/26/2004 ","TRÊS MARIAS",564.35
"2/27/2004 ","TRÊS MARIAS",564.55
"2/28/2004 ","TRÊS MARIAS",564.75
"2/29/2004 ","TRÊS MARIAS",564.93
"3/1/2004 ","TRÊS MARIAS",565.15
"3/2/2004 ","TRÊS MARIAS",565.36
"3/3/2004 ","TRÊS MARIAS",565.52
"3/4/2004 ","TRÊS MARIAS",565.77
"3/5/2004 ","TRÊS MARIAS",566.1
"3/6/2004 ","TRÊS MARIAS",566.36
"3/7/2004 ","TRÊS MARIAS",566.58
"3/8/2004 ","TRÊS MARIAS",566.75
"3/9/2004 ","TRÊS MARIAS",566.92
"3/10/2004 ","TRÊS MARIAS",567.05
"3/11/2004 ","TRÊS MARIAS",567.18
"3/12/2004 ","TRÊS MARIAS",567.3
"3/13/2004 ","TRÊS MARIAS",567.47
"3/14/2004 ","TRÊS MARIAS",567.59
"3/15/2004 ","TRÊS MARIAS",567.76
"3/16/2004 ","TRÊS MARIAS",568
"3/17/2004 ","TRÊS MARIAS",568.18
"3/18/2004 ","TRÊS MARIAS",568.29
"3/19/2004 ","TRÊS MARIAS",568.52
"3/20/2004 ","TRÊS MARIAS",568.66
"3/21/2004 ","TRÊS MARIAS",568.79
"3/22/2004 ","TRÊS MARIAS",568.92
"3/23/2004 ","TRÊS MARIAS",569.03
"3/24/2004 ","TRÊS MARIAS",569.12
"3/25/2004 ","TRÊS MARIAS",569.2
"3/26/2004 ","TRÊS MARIAS",569.28
"3/27/2004 ","TRÊS MARIAS",569.36
"3/28/2004 ","TRÊS MARIAS",569.42
"3/29/2004 ","TRÊS MARIAS",569.49
"3/30/2004 ","TRÊS MARIAS",569.54
"3/31/2004 ","TRÊS MARIAS",569.61
"4/1/2004 ","TRÊS MARIAS",569.67
"4/2/2004 ","TRÊS MARIAS",569.73
"4/3/2004 ","TRÊS MARIAS",569.78
"4/4/2004 ","TRÊS MARIAS",569.83
"4/5/2004 ","TRÊS MARIAS",569.88
"4/6/2004 ","TRÊS MARIAS",569.92
"4/7/2004 ","TRÊS MARIAS",569.98
"4/8/2004 ","TRÊS MARIAS",570.06
"4/9/2004 ","TRÊS MARIAS",570.18
"4/10/2004 ","TRÊS MARIAS",570.34
"4/11/2004 ","TRÊS MARIAS",570.46
"4/12/2004 ","TRÊS MARIAS",570.62
"4/13/2004 ","TRÊS MARIAS",570.77
"4/14/2004 ","TRÊS MARIAS",570.86
"4/15/2004 ","TRÊS MARIAS",570.92
"4/16/2004 ","TRÊS MARIAS",570.97
"4/17/2004 ","TRÊS MARIAS",571
"4/18/2004 ","TRÊS MARIAS",571.03
"4/19/2004 ","TRÊS MARIAS",571.06
"4/20/2004 ","TRÊS MARIAS",571.1
"4/21/2004 ","TRÊS MARIAS",571.14
"4/22/2004 ","TRÊS MARIAS",571.16
"4/23/2004 ","TRÊS MARIAS",571.19
"4/24/2004 ","TRÊS MARIAS",571.22
"4/25/2004 ","TRÊS MARIAS",571.24
"4/26/2004 ","TRÊS MARIAS",571.28
"4/27/2004 ","TRÊS MARIAS",571.3
"4/28/2004 ","TRÊS MARIAS",571.34
"4/29/2004 ","TRÊS MARIAS",571.35
"4/30/2004 ","TRÊS MARIAS",571.36
"5/1/2004 ","TRÊS MARIAS",571.36
"5/2/2004 ","TRÊS MARIAS",571.36
"5/3/2004 ","TRÊS MARIAS",571.37
"5/4/2004 ","TRÊS MARIAS",571.38
"5/5/2004 ","TRÊS MARIAS",571.39
"5/6/2004 ","TRÊS MARIAS",571.4
"5/7/2004 ","TRÊS MARIAS",571.42
"5/8/2004 ","TRÊS MARIAS",571.42
"5/9/2004 ","TRÊS MARIAS",571.43
"5/10/2004 ","TRÊS MARIAS",571.44
"5/11/2004 ","TRÊS MARIAS",571.44
"5/12/2004 ","TRÊS MARIAS",571.44
"5/13/2004 ","TRÊS MARIAS",571.45
"5/14/2004 ","TRÊS MARIAS",571.46
"5/15/2004 ","TRÊS MARIAS",571.46
"5/16/2004 ","TRÊS MARIAS",571.47
"5/17/2004 ","TRÊS MARIAS",571.46
"5/18/2004 ","TRÊS MARIAS",571.46
"5/19/2004 ","TRÊS MARIAS",571.45
"5/20/2004 ","TRÊS MARIAS",571.44
"5/21/2004 ","TRÊS MARIAS",571.44
"5/22/2004 ","TRÊS MARIAS",571.44
"5/23/2004 ","TRÊS MARIAS",571.45
"5/24/2004 ","TRÊS MARIAS",571.44
"5/25/2004 ","TRÊS MARIAS",571.44
"5/26/2004 ","TRÊS MARIAS",571.45
"5/27/2004 ","TRÊS MARIAS",571.46
"5/28/2004 ","TRÊS MARIAS",571.47
"5/29/2004 ","TRÊS MARIAS",571.47
"5/30/2004 ","TRÊS MARIAS",571.45
"5/31/2004 ","TRÊS MARIAS",571.46
"6/1/2004 ","TRÊS MARIAS",571.46
"6/2/2004 ","TRÊS MARIAS",571.47
"6/3/2004 ","TRÊS MARIAS",571.47
"6/4/2004 ","TRÊS MARIAS",571.48
"6/5/2004 ","TRÊS MARIAS",571.48
"6/6/2004 ","TRÊS MARIAS",571.49
"6/7/2004 ","TRÊS MARIAS",571.5
"6/8/2004 ","TRÊS MARIAS",571.5
"6/9/2004 ","TRÊS MARIAS",571.5
"6/10/2004 ","TRÊS MARIAS",571.5
"6/11/2004 ","TRÊS MARIAS",571.5
"6/12/2004 ","TRÊS MARIAS",571.5
"6/13/2004 ","TRÊS MARIAS",571.5
"6/14/2004 ","TRÊS MARIAS",571.5
"6/15/2004 ","TRÊS MARIAS",571.49
"6/16/2004 ","TRÊS MARIAS",571.48
"6/17/2004 ","TRÊS MARIAS",571.46
"6/18/2004 ","TRÊS MARIAS",571.46
"6/19/2004 ","TRÊS MARIAS",571.45
"6/20/2004 ","TRÊS MARIAS",571.43
"6/21/2004 ","TRÊS MARIAS",571.42
"6/22/2004 ","TRÊS MARIAS",571.41
"6/23/2004 ","TRÊS MARIAS",571.4
"6/24/2004 ","TRÊS MARIAS",571.39
"6/25/2004 ","TRÊS MARIAS",571.38
"6/26/2004 ","TRÊS MARIAS",571.37
"6/27/2004 ","TRÊS MARIAS",571.36
"6/28/2004 ","TRÊS MARIAS",571.34
"6/29/2004 ","TRÊS MARIAS",571.34
"6/30/2004 ","TRÊS MARIAS",571.32
"7/1/2004 ","TRÊS MARIAS",571.3
"7/2/2004 ","TRÊS MARIAS",571.29
"7/3/2004 ","TRÊS MARIAS",571.27
"7/4/2004 ","TRÊS MARIAS",571.26
"7/5/2004 ","TRÊS MARIAS",571.24
"7/6/2004 ","TRÊS MARIAS",571.23
"7/7/2004 ","TRÊS MARIAS",571.21
"7/8/2004 ","TRÊS MARIAS",571.2
"7/9/2004 ","TRÊS MARIAS",571.18
"7/10/2004 ","TRÊS MARIAS",571.17
"7/11/2004 ","TRÊS MARIAS",571.18
"7/12/2004 ","TRÊS MARIAS",571.16
"7/13/2004 ","TRÊS MARIAS",571.14
"7/14/2004 ","TRÊS MARIAS",571.14
"7/15/2004 ","TRÊS MARIAS",571.12
"7/16/2004 ","TRÊS MARIAS",571.11
"7/17/2004 ","TRÊS MARIAS",571.1
"7/18/2004 ","TRÊS MARIAS",571.09
"7/19/2004 ","TRÊS MARIAS",571.06
"7/20/2004 ","TRÊS MARIAS",571.06
"7/21/2004 ","TRÊS MARIAS",571.05
"7/22/2004 ","TRÊS MARIAS",571.04
"7/23/2004 ","TRÊS MARIAS",571.01
"7/24/2004 ","TRÊS MARIAS",570.98
"7/25/2004 ","TRÊS MARIAS",570.95
"7/26/2004 ","TRÊS MARIAS",570.92
"7/27/2004 ","TRÊS MARIAS",570.88
"7/28/2004 ","TRÊS MARIAS",570.85
"7/29/2004 ","TRÊS MARIAS",570.82
"7/30/2004 ","TRÊS MARIAS",570.79
"7/31/2004 ","TRÊS MARIAS",570.75
"8/1/2004 ","TRÊS MARIAS",570.72
"8/2/2004 ","TRÊS MARIAS",570.69
"8/3/2004 ","TRÊS MARIAS",570.66
"8/4/2004 ","TRÊS MARIAS",570.63
"8/5/2004 ","TRÊS MARIAS",570.6
"8/6/2004 ","TRÊS MARIAS",570.56
"8/7/2004 ","TRÊS MARIAS",570.52
