"Data","Reservatório","Vazao"
2004-08-26,"TRÊS MARIAS",226.85
2004-08-27,"TRÊS MARIAS",131.31
2004-08-28,"TRÊS MARIAS",415.81
2004-08-29,"TRÊS MARIAS",225.97
2004-08-30,"TRÊS MARIAS",228.85
2004-08-31,"TRÊS MARIAS",128.31
2004-09-01,"TRÊS MARIAS",225.85
2004-09-02,"TRÊS MARIAS",133.31
2004-09-03,"TRÊS MARIAS",133.31
2004-09-04,"TRÊS MARIAS",328.27
2004-09-05,"TRÊS MARIAS",132.31
2004-09-06,"TRÊS MARIAS",233.97
2004-09-07,"TRÊS MARIAS",138.31
2004-09-08,"TRÊS MARIAS",257.85
2004-09-09,"TRÊS MARIAS",114.31
2004-09-10,"TRÊS MARIAS",247.85
2004-09-11,"TRÊS MARIAS",144.26
2004-09-12,"TRÊS MARIAS",153.94
2004-09-13,"TRÊS MARIAS",117.04
2004-09-14,"TRÊS MARIAS",156.63
2004-09-15,"TRÊS MARIAS",266.85
2004-09-16,"TRÊS MARIAS",176.26
2004-09-17,"TRÊS MARIAS",173.94
2004-09-18,"TRÊS MARIAS",175.26
2004-09-19,"TRÊS MARIAS",165.94
2004-09-20,"TRÊS MARIAS",154.31
2004-09-21,"TRÊS MARIAS",175.26
2004-09-22,"TRÊS MARIAS",72.41
2004-09-23,"TRÊS MARIAS",167.57
2004-09-24,"TRÊS MARIAS",188.63
2004-09-25,"TRÊS MARIAS",165.31
2004-09-26,"TRÊS MARIAS",189.57
2004-09-27,"TRÊS MARIAS",120.09
2004-09-28,"TRÊS MARIAS",77.24
2004-09-29,"TRÊS MARIAS",153.63
2004-09-30,"TRÊS MARIAS",74.78
2004-10-01,"TRÊS MARIAS",270
2004-10-02,"TRÊS MARIAS",171.89
2004-10-03,"TRÊS MARIAS",253.23
2004-10-04,"TRÊS MARIAS",56.55
2004-10-05,"TRÊS MARIAS",73.78
2004-10-06,"TRÊS MARIAS",77.67
2004-10-07,"TRÊS MARIAS",173.89
2004-10-08,"TRÊS MARIAS",80.67
2004-10-09,"TRÊS MARIAS",77.67
2004-10-10,"TRÊS MARIAS",178.89
2004-10-11,"TRÊS MARIAS",373.33
2004-10-12,"TRÊS MARIAS",173.89
2004-10-13,"TRÊS MARIAS",163.89
2004-10-14,"TRÊS MARIAS",174.89
2004-10-15,"TRÊS MARIAS",80.67
2004-10-16,"TRÊS MARIAS",176.89
2004-10-17,"TRÊS MARIAS",271.11
2004-10-18,"TRÊS MARIAS",80.67
2004-10-19,"TRÊS MARIAS",331.96
2004-10-20,"TRÊS MARIAS",341.28
2004-10-21,"TRÊS MARIAS",42.98
2004-10-22,"TRÊS MARIAS",191.03
2004-10-23,"TRÊS MARIAS",186.32
2004-10-24,"TRÊS MARIAS",100.93
2004-10-25,"TRÊS MARIAS",184.52
2004-10-26,"TRÊS MARIAS",318.28
2004-10-27,"TRÊS MARIAS",181.11
2004-10-28,"TRÊS MARIAS",184.06
2004-10-29,"TRÊS MARIAS",288.85
2004-10-30,"TRÊS MARIAS",187.23
2004-10-31,"TRÊS MARIAS",102.46
2004-11-01,"TRÊS MARIAS",370.56
2004-11-02,"TRÊS MARIAS",53.52
2004-11-03,"TRÊS MARIAS",88.83
2004-11-04,"TRÊS MARIAS",95.43
2004-11-05,"TRÊS MARIAS",215.28
2004-11-06,"TRÊS MARIAS",189.65
2004-11-07,"TRÊS MARIAS",283.56
2004-11-08,"TRÊS MARIAS",190.96
2004-11-09,"TRÊS MARIAS",-0.17
2004-11-10,"TRÊS MARIAS",4.52
2004-11-11,"TRÊS MARIAS",81.83
2004-11-12,"TRÊS MARIAS",365.43
2004-11-13,"TRÊS MARIAS",169.93
2004-11-14,"TRÊS MARIAS",98.43
2004-11-15,"TRÊS MARIAS",198.28
2004-11-16,"TRÊS MARIAS",95.43
2004-11-17,"TRÊS MARIAS",298.56
2004-11-18,"TRÊS MARIAS",216.28
2004-11-19,"TRÊS MARIAS",304.19
2004-11-20,"TRÊS MARIAS",296.19
2004-11-21,"TRÊS MARIAS",296.19
2004-11-22,"TRÊS MARIAS",193.65
2004-11-23,"TRÊS MARIAS",193.33
2004-11-24,"TRÊS MARIAS",200.28
2004-11-25,"TRÊS MARIAS",199.85
2004-11-26,"TRÊS MARIAS",131.23
2004-11-27,"TRÊS MARIAS",228.28
2004-11-28,"TRÊS MARIAS",299.19
2004-11-29,"TRÊS MARIAS",434.09
2004-11-30,"TRÊS MARIAS",297.19
2004-12-01,"TRÊS MARIAS",397.09
2004-12-02,"TRÊS MARIAS",136.43
2004-12-03,"TRÊS MARIAS",291.56
2004-12-04,"TRÊS MARIAS",392.09
2004-12-05,"TRÊS MARIAS",301.19
2004-12-06,"TRÊS MARIAS",144.49
2004-12-07,"TRÊS MARIAS",296.56
2004-12-08,"TRÊS MARIAS",296.87
2004-12-09,"TRÊS MARIAS",394.09
2004-12-10,"TRÊS MARIAS",584.91
2004-12-11,"TRÊS MARIAS",683.13
2004-12-12,"TRÊS MARIAS",1068.7
2004-12-13,"TRÊS MARIAS",1163.5
2004-12-14,"TRÊS MARIAS",963.97
2004-12-15,"TRÊS MARIAS",677.81
2004-12-16,"TRÊS MARIAS",581.91
2004-12-17,"TRÊS MARIAS",497
2004-12-18,"TRÊS MARIAS",405.09
2004-12-19,"TRÊS MARIAS",501
2004-12-20,"TRÊS MARIAS",504
2004-12-21,"TRÊS MARIAS",783.72
2004-12-22,"TRÊS MARIAS",1464.65
2004-12-23,"TRÊS MARIAS",2897.83
2004-12-24,"TRÊS MARIAS",2044.67
2004-12-25,"TRÊS MARIAS",2227.85
2004-12-26,"TRÊS MARIAS",2036.72
2004-12-27,"TRÊS MARIAS",2230.48
2004-12-28,"TRÊS MARIAS",2134.14
2004-12-29,"TRÊS MARIAS",1650.89
2004-12-30,"TRÊS MARIAS",1551.56
2004-12-31,"TRÊS MARIAS",1459.28
2005-01-01,"TRÊS MARIAS",1368
2005-01-02,"TRÊS MARIAS",1273.66
2005-01-03,"TRÊS MARIAS",1270.89
2005-01-04,"TRÊS MARIAS",2028.56
2005-01-05,"TRÊS MARIAS",3213.22
2005-01-06,"TRÊS MARIAS",2341.88
2005-01-07,"TRÊS MARIAS",1892.36
2005-01-08,"TRÊS MARIAS",2279.22
2005-01-09,"TRÊS MARIAS",1892.28
2005-01-10,"TRÊS MARIAS",1591.35
2005-01-11,"TRÊS MARIAS",1684.14
2005-01-12,"TRÊS MARIAS",1495.56
2005-01-13,"TRÊS MARIAS",1794.8
2005-01-14,"TRÊS MARIAS",1506.38
2005-01-15,"TRÊS MARIAS",1517.87
2005-01-16,"TRÊS MARIAS",1505.19
2005-01-17,"TRÊS MARIAS",1314.06
2005-01-18,"TRÊS MARIAS",1411.16
2005-01-19,"TRÊS MARIAS",1582.69
2005-01-20,"TRÊS MARIAS",2013.41
2005-01-21,"TRÊS MARIAS",2012.15
2005-01-22,"TRÊS MARIAS",1614.03
2005-01-23,"TRÊS MARIAS",1414.19
2005-01-24,"TRÊS MARIAS",1312.54
2005-01-25,"TRÊS MARIAS",1112.46
2005-01-26,"TRÊS MARIAS",1014.46
2005-01-27,"TRÊS MARIAS",1611.03
2005-01-28,"TRÊS MARIAS",1816.34
2005-01-29,"TRÊS MARIAS",2010.76
2005-01-30,"TRÊS MARIAS",2306.37
2005-01-31,"TRÊS MARIAS",2000.61
2005-02-01,"TRÊS MARIAS",2930.37
2005-02-02,"TRÊS MARIAS",2856.44
2005-02-03,"TRÊS MARIAS",1960.61
2005-02-04,"TRÊS MARIAS",1662
2005-02-05,"TRÊS MARIAS",1759.54
2005-02-06,"TRÊS MARIAS",1359.27
2005-02-07,"TRÊS MARIAS",1559.58
2005-02-08,"TRÊS MARIAS",1661
2005-02-09,"TRÊS MARIAS",1660
2005-02-10,"TRÊS MARIAS",1267.93
2005-02-11,"TRÊS MARIAS",1113.35
2005-02-12,"TRÊS MARIAS",1212.65
2005-02-13,"TRÊS MARIAS",1115
2005-02-14,"TRÊS MARIAS",1212.07
2005-02-15,"TRÊS MARIAS",914.42
2005-02-16,"TRÊS MARIAS",912.54
2005-02-17,"TRÊS MARIAS",812
2005-02-18,"TRÊS MARIAS",812
2005-02-19,"TRÊS MARIAS",944.65
2005-02-20,"TRÊS MARIAS",800
2005-02-21,"TRÊS MARIAS",889.54
2005-02-22,"TRÊS MARIAS",862.5
2005-02-23,"TRÊS MARIAS",841.19
2005-02-24,"TRÊS MARIAS",643
2005-02-25,"TRÊS MARIAS",616
2005-02-26,"TRÊS MARIAS",649.54
2005-02-27,"TRÊS MARIAS",660.42
2005-02-28,"TRÊS MARIAS",856.73
2005-03-01,"TRÊS MARIAS",855.5
2005-03-02,"TRÊS MARIAS",2306.8
2005-03-03,"TRÊS MARIAS",2829.72
2005-03-04,"TRÊS MARIAS",2934.93
2005-03-05,"TRÊS MARIAS",2855.94
2005-03-06,"TRÊS MARIAS",2478.37
2005-03-07,"TRÊS MARIAS",1935.39
2005-03-08,"TRÊS MARIAS",2263.66
2005-03-09,"TRÊS MARIAS",1734.71
2005-03-10,"TRÊS MARIAS",1509
2005-03-11,"TRÊS MARIAS",1349.8
2005-03-12,"TRÊS MARIAS",1304.48
2005-03-13,"TRÊS MARIAS",1193.91
2005-03-14,"TRÊS MARIAS",1087
2005-03-15,"TRÊS MARIAS",1149.8
2005-03-16,"TRÊS MARIAS",1579.98
2005-03-17,"TRÊS MARIAS",1278.59
2005-03-18,"TRÊS MARIAS",1397.39
2005-03-19,"TRÊS MARIAS",1289.59
2005-03-20,"TRÊS MARIAS",1856.72
2005-03-21,"TRÊS MARIAS",1752.56
2005-03-22,"TRÊS MARIAS",1478.7
2005-03-23,"TRÊS MARIAS",1193.43
2005-03-24,"TRÊS MARIAS",1195.31
2005-03-25,"TRÊS MARIAS",1305.85
2005-03-26,"TRÊS MARIAS",1413.28
2005-03-27,"TRÊS MARIAS",1419.39
2005-03-28,"TRÊS MARIAS",1302.74
2005-03-29,"TRÊS MARIAS",1216.85
2005-03-30,"TRÊS MARIAS",1108.97
2005-03-31,"TRÊS MARIAS",995.31
2005-04-01,"TRÊS MARIAS",806
2005-04-02,"TRÊS MARIAS",779
2005-04-03,"TRÊS MARIAS",778
2005-04-04,"TRÊS MARIAS",778
2005-04-05,"TRÊS MARIAS",668
2005-04-06,"TRÊS MARIAS",675
2005-04-07,"TRÊS MARIAS",571
2005-04-08,"TRÊS MARIAS",558
2005-04-09,"TRÊS MARIAS",642.43
2005-04-10,"TRÊS MARIAS",448
2005-04-11,"TRÊS MARIAS",641.43
2005-04-12,"TRÊS MARIAS",547
2005-04-13,"TRÊS MARIAS",491
2005-04-14,"TRÊS MARIAS",503
2005-04-15,"TRÊS MARIAS",497
2005-04-16,"TRÊS MARIAS",514
2005-04-17,"TRÊS MARIAS",465
2005-04-18,"TRÊS MARIAS",516
2005-04-19,"TRÊS MARIAS",504
2005-04-20,"TRÊS MARIAS",534
2005-04-21,"TRÊS MARIAS",497
2005-04-22,"TRÊS MARIAS",506
2005-04-23,"TRÊS MARIAS",507
2005-04-24,"TRÊS MARIAS",489
2005-04-25,"TRÊS MARIAS",504
2005-04-26,"TRÊS MARIAS",621.54
2005-04-27,"TRÊS MARIAS",391.46
2005-04-28,"TRÊS MARIAS",380.84
2005-04-29,"TRÊS MARIAS",397.57
2005-04-30,"TRÊS MARIAS",1869
2005-05-01,"TRÊS MARIAS",1185.56
2005-05-02,"TRÊS MARIAS",505
2005-05-03,"TRÊS MARIAS",620.43
2005-05-04,"TRÊS MARIAS",617.54
2005-05-05,"TRÊS MARIAS",618.43
2005-05-06,"TRÊS MARIAS",505
2005-05-07,"TRÊS MARIAS",391.57
2005-05-08,"TRÊS MARIAS",504
2005-05-09,"TRÊS MARIAS",396.46
2005-05-10,"TRÊS MARIAS",392.57
2005-05-11,"TRÊS MARIAS",597
2005-05-12,"TRÊS MARIAS",272.26
2005-05-13,"TRÊS MARIAS",391.57
2005-05-14,"TRÊS MARIAS",503
2005-05-15,"TRÊS MARIAS",278.03
2005-05-16,"TRÊS MARIAS",502
2005-05-17,"TRÊS MARIAS",387.57
2005-05-18,"TRÊS MARIAS",273.26
2005-05-19,"TRÊS MARIAS",368.03
2005-05-20,"TRÊS MARIAS",396.57
2005-05-21,"TRÊS MARIAS",395.69
2005-05-22,"TRÊS MARIAS",396.57
2005-05-23,"TRÊS MARIAS",392.46
2005-05-24,"TRÊS MARIAS",281.15
2005-05-25,"TRÊS MARIAS",509
2005-05-26,"TRÊS MARIAS",850.85
2005-05-27,"TRÊS MARIAS",628
2005-05-28,"TRÊS MARIAS",741.54
2005-05-29,"TRÊS MARIAS",747.43
2005-05-30,"TRÊS MARIAS",617
2005-05-31,"TRÊS MARIAS",621.31
2005-06-01,"TRÊS MARIAS",505
2005-06-02,"TRÊS MARIAS",502
2005-06-03,"TRÊS MARIAS",273.26
2005-06-04,"TRÊS MARIAS",403.46
2005-06-05,"TRÊS MARIAS",398.57
2005-06-06,"TRÊS MARIAS",386.57
2005-06-07,"TRÊS MARIAS",395.69
2005-06-08,"TRÊS MARIAS",286.03
2005-06-09,"TRÊS MARIAS",393.57
2005-06-10,"TRÊS MARIAS",398.57
2005-06-11,"TRÊS MARIAS",276.26
2005-06-12,"TRÊS MARIAS",401.46
2005-06-13,"TRÊS MARIAS",334.15
2005-06-14,"TRÊS MARIAS",277.26
2005-06-15,"TRÊS MARIAS",440.46
2005-06-16,"TRÊS MARIAS",315.84
2005-06-17,"TRÊS MARIAS",292.61
2005-06-18,"TRÊS MARIAS",389.57
2005-06-19,"TRÊS MARIAS",279.26
2005-06-20,"TRÊS MARIAS",618.43
2005-06-21,"TRÊS MARIAS",276.03
2005-06-22,"TRÊS MARIAS",275.15
2005-06-23,"TRÊS MARIAS",274.26
2005-06-24,"TRÊS MARIAS",390.46
2005-06-25,"TRÊS MARIAS",437.57
2005-06-26,"TRÊS MARIAS",265.26
2005-06-27,"TRÊS MARIAS",282.66
2005-06-28,"TRÊS MARIAS",503
2005-06-29,"TRÊS MARIAS",286.52
2005-06-30,"TRÊS MARIAS",291.41
2005-07-01,"TRÊS MARIAS",263.61
2005-07-02,"TRÊS MARIAS",373.41
2005-07-03,"TRÊS MARIAS",319.41
2005-07-04,"TRÊS MARIAS",264.61
2005-07-05,"TRÊS MARIAS",322.41
2005-07-06,"TRÊS MARIAS",325.41
2005-07-07,"TRÊS MARIAS",384.29
2005-07-08,"TRÊS MARIAS",225.73
2005-07-09,"TRÊS MARIAS",213.61
2005-07-10,"TRÊS MARIAS",366.41
2005-07-11,"TRÊS MARIAS",154.81
2005-07-12,"TRÊS MARIAS",241.5
2005-07-13,"TRÊS MARIAS",153.93
2005-07-14,"TRÊS MARIAS",370.41
2005-07-15,"TRÊS MARIAS",263.61
2005-07-16,"TRÊS MARIAS",260.61
2005-07-17,"TRÊS MARIAS",264.5
2005-07-18,"TRÊS MARIAS",376.52
2005-07-19,"TRÊS MARIAS",260.5
2005-07-20,"TRÊS MARIAS",262.73
2005-07-21,"TRÊS MARIAS",46.02
2005-07-22,"TRÊS MARIAS",263.61
2005-07-23,"TRÊS MARIAS",372.41
2005-07-24,"TRÊS MARIAS",253.61
2005-07-25,"TRÊS MARIAS",372.41
2005-07-26,"TRÊS MARIAS",157.81
2005-07-27,"TRÊS MARIAS",372.41
2005-07-28,"TRÊS MARIAS",157.81
2005-07-29,"TRÊS MARIAS",377.29
2005-07-30,"TRÊS MARIAS",264.73
2005-07-31,"TRÊS MARIAS",151.81
2005-08-01,"TRÊS MARIAS",246.5
2005-08-02,"TRÊS MARIAS",227.93
2005-08-03,"TRÊS MARIAS",306.39
2005-08-04,"TRÊS MARIAS",201.74
2005-08-05,"TRÊS MARIAS",295.5
2005-08-06,"TRÊS MARIAS",196.85
2005-08-07,"TRÊS MARIAS",296.27
2005-08-08,"TRÊS MARIAS",198.85
2005-08-09,"TRÊS MARIAS",201.97
2005-08-10,"TRÊS MARIAS",303.39
2005-08-11,"TRÊS MARIAS",282.27
2005-08-12,"TRÊS MARIAS",200.97
2005-08-13,"TRÊS MARIAS",201.85
2005-08-14,"TRÊS MARIAS",299.27
2005-08-15,"TRÊS MARIAS",297.5
2005-08-16,"TRÊS MARIAS",200.85
2005-08-17,"TRÊS MARIAS",219.85
2005-08-18,"TRÊS MARIAS",223.74
2005-08-19,"TRÊS MARIAS",203.85
2005-08-20,"TRÊS MARIAS",203.97
2005-08-21,"TRÊS MARIAS",306.39
2005-08-22,"TRÊS MARIAS",104.31
2005-08-23,"TRÊS MARIAS",204.74
2005-08-24,"TRÊS MARIAS",207.85
2005-08-25,"TRÊS MARIAS",204.97
2005-08-26,"TRÊS MARIAS",210.85
2005-08-27,"TRÊS MARIAS",201.85
2005-08-28,"TRÊS MARIAS",304.27
2005-08-29,"TRÊS MARIAS",112.31
2005-08-30,"TRÊS MARIAS",309.5
2005-08-31,"TRÊS MARIAS",117.57
2005-09-01,"TRÊS MARIAS",315.59
2005-09-02,"TRÊS MARIAS",310.5
2005-09-03,"TRÊS MARIAS",25.24
2005-09-04,"TRÊS MARIAS",285.5
2005-09-05,"TRÊS MARIAS",115.31
2005-09-06,"TRÊS MARIAS",317.02
2005-09-07,"TRÊS MARIAS",108.14
2005-09-08,"TRÊS MARIAS",245.17
2005-09-09,"TRÊS MARIAS",231.23
2005-09-10,"TRÊS MARIAS",103.31
2005-09-11,"TRÊS MARIAS",293.85
2005-09-12,"TRÊS MARIAS",212.8
2005-09-13,"TRÊS MARIAS",182.9
2005-09-14,"TRÊS MARIAS",201.5
2005-09-15,"TRÊS MARIAS",211.02
2005-09-16,"TRÊS MARIAS",210.33
2005-09-17,"TRÊS MARIAS",213.39
2005-09-18,"TRÊS MARIAS",32.31
2005-09-19,"TRÊS MARIAS",221.48
2005-09-20,"TRÊS MARIAS",229.68
2005-09-21,"TRÊS MARIAS",323.5
2005-09-22,"TRÊS MARIAS",228.8
2005-09-23,"TRÊS MARIAS",125.94
2005-09-24,"TRÊS MARIAS",229.48
2005-09-25,"TRÊS MARIAS",420.56
2005-09-26,"TRÊS MARIAS",227.11
2005-09-27,"TRÊS MARIAS",421.56
2005-09-28,"TRÊS MARIAS",86.89
2005-09-29,"TRÊS MARIAS",238.11
2005-09-30,"TRÊS MARIAS",238.11
2005-10-01,"TRÊS MARIAS",235.11
2005-10-02,"TRÊS MARIAS",230
2005-10-03,"TRÊS MARIAS",207.23
2005-10-04,"TRÊS MARIAS",210.11
2005-10-05,"TRÊS MARIAS",145.89
2005-10-06,"TRÊS MARIAS",329.33
2005-10-07,"TRÊS MARIAS",40.67
2005-10-08,"TRÊS MARIAS",152.89
2005-10-09,"TRÊS MARIAS",151.89
2005-10-10,"TRÊS MARIAS",254.11
2005-10-11,"TRÊS MARIAS",140.89
2005-10-12,"TRÊS MARIAS",143.89
2005-10-13,"TRÊS MARIAS",140.89
2005-10-14,"TRÊS MARIAS",46.67
2005-10-15,"TRÊS MARIAS",147.89
2005-10-16,"TRÊS MARIAS",138.89
2005-10-17,"TRÊS MARIAS",146.83
2005-10-18,"TRÊS MARIAS",197.74
2005-10-19,"TRÊS MARIAS",145.52
2005-10-20,"TRÊS MARIAS",152.83
2005-10-21,"TRÊS MARIAS",147.52
2005-10-22,"TRÊS MARIAS",58.61
2005-10-23,"TRÊS MARIAS",160.83
2005-10-24,"TRÊS MARIAS",150.52
2005-10-25,"TRÊS MARIAS",152.83
2005-10-26,"TRÊS MARIAS",162.52
2005-10-27,"TRÊS MARIAS",59.93
2005-10-28,"TRÊS MARIAS",160.2
2005-10-29,"TRÊS MARIAS",161.15
2005-10-30,"TRÊS MARIAS",160.2
2005-10-31,"TRÊS MARIAS",219.06
2005-11-01,"TRÊS MARIAS",485.09
2005-11-02,"TRÊS MARIAS",829.81
2005-11-03,"TRÊS MARIAS",355.28
2005-11-04,"TRÊS MARIAS",547.66
2005-11-05,"TRÊS MARIAS",531.89
2005-11-06,"TRÊS MARIAS",254.43
2005-11-07,"TRÊS MARIAS",282.37
2005-11-08,"TRÊS MARIAS",444.56
2005-11-09,"TRÊS MARIAS",640
2005-11-10,"TRÊS MARIAS",226.43
2005-11-11,"TRÊS MARIAS",851.91
2005-11-12,"TRÊS MARIAS",450.19
2005-11-13,"TRÊS MARIAS",437.19
2005-11-14,"TRÊS MARIAS",352.65
2005-11-15,"TRÊS MARIAS",355.33
2005-11-16,"TRÊS MARIAS",359.28
2005-11-17,"TRÊS MARIAS",449.19
2005-11-18,"TRÊS MARIAS",833.81
2005-11-19,"TRÊS MARIAS",829.81
2005-11-20,"TRÊS MARIAS",727.91
2005-11-21,"TRÊS MARIAS",811.44
2005-11-22,"TRÊS MARIAS",1016.57
2005-11-23,"TRÊS MARIAS",747.91
2005-11-24,"TRÊS MARIAS",923.72
2005-11-25,"TRÊS MARIAS",999.67
2005-11-26,"TRÊS MARIAS",1893
2005-11-27,"TRÊS MARIAS",1460.74
2005-11-28,"TRÊS MARIAS",1111.54
2005-11-29,"TRÊS MARIAS",1212.11
2005-11-30,"TRÊS MARIAS",1182.76
2005-12-01,"TRÊS MARIAS",930.55
2005-12-02,"TRÊS MARIAS",834.25
2005-12-03,"TRÊS MARIAS",728.91
2005-12-04,"TRÊS MARIAS",825.81
2005-12-05,"TRÊS MARIAS",830.13
2005-12-06,"TRÊS MARIAS",926.55
2005-12-07,"TRÊS MARIAS",1788.89
2005-12-08,"TRÊS MARIAS",1412.4
2005-12-09,"TRÊS MARIAS",1398.32
2005-12-10,"TRÊS MARIAS",1384.2
2005-12-11,"TRÊS MARIAS",2198.56
2005-12-12,"TRÊS MARIAS",2180.56
2005-12-13,"TRÊS MARIAS",1913.55
2005-12-14,"TRÊS MARIAS",2233.67
2005-12-15,"TRÊS MARIAS",4263.78
2005-12-16,"TRÊS MARIAS",3166.04
2005-12-17,"TRÊS MARIAS",2698.48
2005-12-18,"TRÊS MARIAS",2219.57
2005-12-19,"TRÊS MARIAS",1791.55
2005-12-20,"TRÊS MARIAS",1768.88
2005-12-21,"TRÊS MARIAS",1602
2005-12-22,"TRÊS MARIAS",1392.02
2005-12-23,"TRÊS MARIAS",1142.68
2005-12-24,"TRÊS MARIAS",1172.97
2005-12-25,"TRÊS MARIAS",1227
2005-12-26,"TRÊS MARIAS",1068.11
2005-12-27,"TRÊS MARIAS",1027.44
2005-12-28,"TRÊS MARIAS",902.97
2005-12-29,"TRÊS MARIAS",1106.56
2005-12-30,"TRÊS MARIAS",881.33
2005-12-31,"TRÊS MARIAS",874.39
